"","Std Sample Name","GSM ID","Primary Name","Study","Number of Read Pairs","Bio-rep","Pulldown or HiC","Restriction Enzyme","Cell Name","Cell Type","Organ","Biomaterial","Disease","5kb FC Loops (Unfiltered)","10kb FC Loops (Unfiltered)","25kb FC Loops (Unfiltered)","5kb FC Loops (Filtered)","10kb FC Loops (Filtered)","25kb FC Loops (Filtered)","5kb FH Loops (Unfiltered)","10kb FH Loops (Unfiltered)","25kb FH Loops (Unfiltered)","5kb FH Loops (Filtered)","10kb FH Loops (Filtered)","25kb FH Loops (Filtered)","5kb HiCCUPs Loops","10kb HiCCUPs Loops","25kb HiCCUPs Loops","1kb HiC Loops","5kb HiC Loops","5kb FC Longrange (Unfiltered)","10kb FC Longrange (Unfiltered)","25kb FC Longrange (Unfiltered)","5kb FC Longrange (Filtered)","10kb FC Longrange (Filtered)","25kb FC Longrange (Filtered)","5kb FH Longrange (Unfiltered)","10kb FH Longrange (Unfiltered)","25kb FH Longrange (Unfiltered)","5kb FH Longrange (Filtered)","10kb FH Longrange (Filtered)","25kb FH Longrange (Filtered)","5kb HiCCUPs Longrange","10kb HiCCUPs Longrange","25kb HiCCUPs Longrange","1kb HiC Longrange","5kb HiC Longrange","CP Peak Number","FH Peak Number","CP Peak BigBed","FH Peak BigBed","UUID","5kb FC QC Status (Unfiltered)","10kb FC QC Status (Unfiltered)","25kb FC QC Status (Unfiltered)","5kb FC QC Status (Filtered)","10kb FC QC Status (Filtered)","25kb FC QC Status (Filtered)","5kb FH QC Status (Unfiltered)","10kb FH QC Status (Unfiltered)","25kb FH QC Status (Unfiltered)","5kb FH QC Status (Filtered)","10kb FH QC Status (Filtered)","25kb FH QC Status (Filtered)","5kb HiCCUPs QC Status","10kb HiCCUPs QC Status","25kb HiCCUPs QC Status"
"","Wei-22RV1.GSE172498.Homo_Sapiens.H3K27ac.b1","GSM5258003","Wei-22RV1","Wei et al., 2023","526,588,887","1","H3K27ac","MboI","H3K27ac_HiChIP_22RV1_S2_L002","Prostate cancer","Prostate","Cell Line","Prostate Carcinoma","-1","-1","-1","-1","-1","-1","28619","60413","108727","18361","32591","43693","1772","3849","8070","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Wei-22RV1.GSE172498.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Wei-22RV1.GSE172498.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Wei-22RV1.GSE172498.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","N/A","N/A","-1","110122","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","69af85a1-3747-4700-bf7d-5cd2915397e0","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","TBD","TBD","TBD"
"","Ishikawa-DMSO.GSE227242.Homo_Sapiens.H3K27ac.b2","GSM7093755","Ishikawa-DMSO","Ginley-Hidinger et al., 2023","85,713,334","2","H3K27ac","DpnII","Ishikawa H3K27ac HiChIP_DMSO_rep2","Endometrial Adenocarcinoma","Uterus","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","0","0","502","-1","-1","411","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Ishikawa-DMSO.GSE227242.Homo_Sapiens.H3K27ac.b2.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","443","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","0b4971fb-1dd4-4c54-a66a-ccadac4e17a4","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Poor","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","C17.GSE123645.Homo_Sapiens.H3K27ac.b1","GSM3508602","C17","Jiang et al., 2022","20,351,614","1","H3K27ac","MboI","H3K27ac HiChIP C17 Replicate 1","EBV Positive NPC Cell Line","Nose","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","9","32","205","9","30","177","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/C17.GSE123645.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/C17.GSE123645.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/C17.GSE123645.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","12270","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","0922a908-a5ef-42d4-89dd-0b2b51be1a55","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","LNCaP.GSE227242.Homo_Sapiens.H3K27ac.b1","GSM7093759","LNCaP","Ginley-Hidinger et al., 2023","37,517,757","1","H3K27ac","DpnII","LNCaP H3K27ac HiChIP_rep1","Prostate Carcinoma","Prostate","Cell Line","Prostate Carcinoma","-1","-1","-1","-1","-1","-1","882","2713","7628","651","1875","4891","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LNCaP.GSE227242.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LNCaP.GSE227242.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LNCaP.GSE227242.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","26715","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","0af32598-a865-4bb2-9ebc-7e050fcdb277","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1","GSM5431868","Ramos","Hong et al., 2021","42,179,029","1","H3K27ac","MboI","HiChIP: uninfected Ramos B cells replicate 1,HiChIP: uninfected Ramos B cells replicate 2","Undetermined","Immune-associated","Cell Line","Burkitt's Lymphoma","-1","-1","-1","-1","-1","-1","472","1247","3487","337","886","2404","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","9006","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d9b5915e-91b9-42ba-81fa-4338f2d38e2d","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","G401-Day0-SMARCB1-minus_minus.GSE175529.Homo_Sapiens.H3K27ac.biorep_merged","GSM5340910","G401-Day0-SMARCB1-minus_minus (merged)","Wolf et al., 2022","160,731,134","2","H3K27ac","MboI","Day 0 K27Ac HiChIP profiling in SMARCB1 -/- G401 cell line Rep1,Day 0 K27Ac HiChIP profiling in SMARCB1 -/- G401 cell line Rep2","Undetermined","Kidney","Cell Line","Rhabdoid Tumor","-1","-1","-1","-1","-1","-1","889","4584","15464","738","3108","8345","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/G401-Day0-SMARCB1-minus_minus.GSE175529.Homo_Sapiens.H3K27ac.biorep_merged.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/G401-Day0-SMARCB1-minus_minus.GSE175529.Homo_Sapiens.H3K27ac.biorep_merged.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/G401-Day0-SMARCB1-minus_minus.GSE175529.Homo_Sapiens.H3K27ac.biorep_merged.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","41364","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","6e1a167b-9e73-4e3a-9d9d-3a570e58781e","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","K5plusK19plus.GSE219164.Homo_Sapiens.H3K27ac.b2","GSM6774891","K5plusK19plus","Tuano et al., 2023","646,914,640","2","H3K27ac","Arima","K5plusK19plus replicate B","Mammary epithelial","Mammary Gland","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","57439","71069","79617","38206","43762","40009","5413","5691","5422","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/K5plusK19plus.GSE219164.Homo_Sapiens.H3K27ac.b2.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/K5plusK19plus.GSE219164.Homo_Sapiens.H3K27ac.b2.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/K5plusK19plus.GSE219164.Homo_Sapiens.H3K27ac.b2.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","N/A","N/A","-1","57385","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","ae804fdc-d356-44bc-84e4-3dd18f6a9adc","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","TBD","TBD","TBD"
"","hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b3","GSM5515078","hESC-AHDC1-GIBBIN-KO","Collier et al., 2021","264,765,159","3","SMC1A","MboI","HiChIP AHDC1/GIBBIN KO3","Undetermined","Undetermined","Under Review","Undetermined","-1","-1","-1","-1","-1","-1","0","0","20522","-1","-1","9401","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b3.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","397","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d997b6c0-e9e3-4129-8746-aacf31c49bca","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Poor","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","GM12878.GSE115524.Homo_Sapiens.CTCF.b1","GSM3424974","GM12878","Mumbach et al., 2019","536,985,822","1","CTCF","MboI","GM12878 HiChIP CTCF biological replicate 1","Lymphoblastoid","Immune-associated","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","32569","57743","99542","19891","31852","44423","7516","10816","13162","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/GM12878.GSE115524.Homo_Sapiens.CTCF.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/GM12878.GSE115524.Homo_Sapiens.CTCF.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/GM12878.GSE115524.Homo_Sapiens.CTCF.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hiccups/GM12878.GSE115524.Homo_Sapiens.CTCF.b1.5000.hiccups.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hiccups/GM12878.GSE115524.Homo_Sapiens.CTCF.b1.10000.hiccups.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hiccups/GM12878.GSE115524.Homo_Sapiens.CTCF.b1.25000.hiccups.longrange.bed.gz","N/A","N/A","-1","54108","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","8a72b8b9-de7a-469b-a81e-e0a182039d67","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","TBD","TBD","TBD"
"","A673_SA2m1.GSE133227.Homo_Sapiens.H3K27ac.b2","GSM3902799","A673_SA2m1","Surdez et al., 2021","95,103,759","2","H3K27ac","MboI","B250C18: A673_SA2m#1_H3K27ac_rep2","Undetermined","Skeletal System","Cell Line","Ewing Sarcoma","-1","-1","-1","-1","-1","-1","0","30","1508","-1","29","1092","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/A673_SA2m1.GSE133227.Homo_Sapiens.H3K27ac.b2.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/A673_SA2m1.GSE133227.Homo_Sapiens.H3K27ac.b2.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/A673_SA2m1.GSE133227.Homo_Sapiens.H3K27ac.b2.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","7042","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","5b13eac9-dd0b-4fa3-96fe-11316ff4bf34","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","A673_SA2r.GSE133227.Homo_Sapiens.H3K27ac.b5","GSM3902808","A673_SA2r","Surdez et al., 2021","92,883,566","5","H3K27ac","MboI","D075C54: A673_SA2r_H3K27ac_rep5","Undetermined","Skeletal System","Cell Line","Ewing Sarcoma","-1","-1","-1","-1","-1","-1","1","11","776","1","11","573","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/A673_SA2r.GSE133227.Homo_Sapiens.H3K27ac.b5.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/A673_SA2r.GSE133227.Homo_Sapiens.H3K27ac.b5.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/A673_SA2r.GSE133227.Homo_Sapiens.H3K27ac.b5.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","4521","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","69394e16-7b94-4782-b805-3686fa7ed3b7","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","G401-Day3-ARID1A-SMARCB1-plus_plus.GSE175529.Homo_Sapiens.ARID1A.biorep_merged","GSM5340914","G401-Day3-ARID1A-SMARCB1-plus_plus (merged)","Wolf et al., 2022","175,529,607","2","ARID1A","MboI","Day 3 ARID1A HiChIP profiling in SMARCB1 +/+ G401 cell line Rep1,Day 3 ARID1A HiChIP profiling in SMARCB1 +/+ G401 cell line Rep2","Undetermined","Kidney","Cell Line","Rhabdoid Tumor","-1","-1","-1","-1","-1","-1","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","202","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","c1f4d2df-6a3a-45d6-82fc-fea0994baf14","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Poor","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9-PH.GSE210525.Homo_Sapiens.H3K9me3.biorep_merged","GSM6431807","H9-PH (merged)","Lyu et al., 2023","50,976,168","1","H3K9me3","DpnII","PH_H3K9me3_HiChIP_Rep1,PH_H3K9me3_HiChIP_Rep2","in vitro differentiated PH cells","Pancreas, Stem-associated","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","5","16","183","5","16","164","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/H9-PH.GSE210525.Homo_Sapiens.H3K9me3.biorep_merged.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/H9-PH.GSE210525.Homo_Sapiens.H3K9me3.biorep_merged.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/H9-PH.GSE210525.Homo_Sapiens.H3K9me3.biorep_merged.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","10892","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","11d223e3-07a5-4850-8383-55d607cf8cf8","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9-BETA.GSE210525.Homo_Sapiens.H3K4me1.biorep_merged","GSM6431788","H9-BETA (merged)","Lyu et al., 2023","52,064,520","1","H3K4me1","DpnII","BETA_H3K4me1_HiChIP_Rep1,BETA_H3K4me1_HiChIP_Rep2","in vitro differentiated Beta cells","Pancreas, Stem-associated","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","0","14","279","-1","14","239","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/H9-BETA.GSE210525.Homo_Sapiens.H3K4me1.biorep_merged.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/H9-BETA.GSE210525.Homo_Sapiens.H3K4me1.biorep_merged.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/H9-BETA.GSE210525.Homo_Sapiens.H3K4me1.biorep_merged.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","4077","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","07be7974-7346-471a-9022-d7f29665c5e4","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","B80T5.GSE219164.Homo_Sapiens.H3K27ac.b1","GSM6774888","B80T5","Tuano et al., 2023","784,272,984","1","H3K27ac","Arima","B80T5 replicate A","Mammary epithelial","Mammary Gland","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","155126","165345","147244","102362","99078","70656","12554","10868","5586","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/B80T5.GSE219164.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/B80T5.GSE219164.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/B80T5.GSE219164.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","N/A","N/A","-1","78690","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","89138243-fa0f-4640-a786-fae3b4d05a22","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","TBD","TBD","TBD"
"","CUTLL1-untreated.GSE243913.Homo_Sapiens.H3K27ac.b1","GSM7798270","CUTLL1-untreated","Javier et al., 2023","333,360,462","1","H3K27ac","Arima","CUTLL1_untreated, H3K27ac (HiChIP)","T-ALL","Immune-associated","Cell Line","Undetermined","-1","-1","-1","-1","-1","-1","326","1569","6040","256","1105","3622","-1","-1","-1","-1","-1","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","-1","2986","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","1a3467ee-ff64-4c2c-bdd2-ace502b55332","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
